sample core_label_1 sampleCollection type_distance distKb
LD180201-0018 unclassified AMDSedi mediam_leastDistance 12.757
LD180201-0019 aminoglycoside AMDSedi mediam_leastDistance 0.043
LD180201-0019 bacitracin AMDSedi mediam_leastDistance 40.837
LD180201-0019 beta-lactam AMDSedi mediam_leastDistance 24.791
LD180201-0019 glycopeptide AMDSedi mediam_leastDistance 33.256
LD180201-0019 MLS AMDSedi mediam_leastDistance 43.283
LD180201-0019 multidrug AMDSedi mediam_leastDistance 24.756
LD180201-0019 mupirocin AMDSedi mediam_leastDistance 49.608
LD180201-0019 other AMDSedi mediam_leastDistance 11.712
LD180201-0019 phenicol AMDSedi mediam_leastDistance 9.503
LD180201-0019 sulfonamide AMDSedi mediam_leastDistance 11.348
LD180201-0019 tetracycline AMDSedi mediam_leastDistance 39.4
LD180201-0019 unclassified AMDSedi mediam_leastDistance 40.0755
LD180205-0002 aminoglycoside AMDSedi mediam_leastDistance 28.998
LD180205-0002 bacitracin AMDSedi mediam_leastDistance 13.114
LD180205-0002 beta-lactam AMDSedi mediam_leastDistance 41.213
LD180205-0002 glycopeptide AMDSedi mediam_leastDistance 38.8675
LD180205-0002 MLS AMDSedi mediam_leastDistance 36.363
LD180205-0002 multidrug AMDSedi mediam_leastDistance 29.881
LD180205-0002 mupirocin AMDSedi mediam_leastDistance 74.038
LD180205-0002 other AMDSedi mediam_leastDistance 12.058
LD180205-0002 phenicol AMDSedi mediam_leastDistance 2.585
LD180205-0002 sulfonamide AMDSedi mediam_leastDistance 11.207
LD180205-0002 tetracycline AMDSedi mediam_leastDistance 6.429
LD180205-0002 unclassified AMDSedi mediam_leastDistance 22.803
LD180205-0003 aminoglycoside AMDSedi mediam_leastDistance 18.7905
LD180205-0003 bacitracin AMDSedi mediam_leastDistance 16.513
LD180205-0003 beta-lactam AMDSedi mediam_leastDistance 35.556
LD180205-0003 glycopeptide AMDSedi mediam_leastDistance 13.804
LD180205-0003 MLS AMDSedi mediam_leastDistance 2.521
LD180205-0003 multidrug AMDSedi mediam_leastDistance 14.835
LD180205-0003 mupirocin AMDSedi mediam_leastDistance 10.888
LD180205-0003 other AMDSedi mediam_leastDistance 39.426
LD180205-0003 phenicol AMDSedi mediam_leastDistance 14.44
LD180205-0003 sulfonamide AMDSedi mediam_leastDistance 10.976
LD180205-0003 tetracycline AMDSedi mediam_leastDistance 14.4115
LD180205-0003 unclassified AMDSedi mediam_leastDistance 5.213
LD180205-0004 aminoglycoside AMDSedi mediam_leastDistance 16.834
LD180205-0004 bacitracin AMDSedi mediam_leastDistance 43.961
LD180205-0004 beta-lactam AMDSedi mediam_leastDistance 20.3045
LD180205-0004 glycopeptide AMDSedi mediam_leastDistance 58.3825
LD180205-0004 MLS AMDSedi mediam_leastDistance 10.255
LD180205-0004 multidrug AMDSedi mediam_leastDistance 28.292
LD180205-0004 mupirocin AMDSedi mediam_leastDistance 31.739
LD180205-0004 other AMDSedi mediam_leastDistance 12.018
LD180205-0004 phenicol AMDSedi mediam_leastDistance 10.258
LD180205-0004 sulfonamide AMDSedi mediam_leastDistance 11.3025
LD180205-0004 tetracycline AMDSedi mediam_leastDistance 15.63
LD180205-0004 unclassified AMDSedi mediam_leastDistance 8.11
LD180205-0005 aminoglycoside AMDSedi mediam_leastDistance 23.0765
LD180205-0005 bacitracin AMDSedi mediam_leastDistance 76.321
LD180205-0005 beta-lactam AMDSedi mediam_leastDistance 32.0185
LD180205-0005 glycopeptide AMDSedi mediam_leastDistance 27.178
LD180205-0005 MLS AMDSedi mediam_leastDistance 34.4665
LD180205-0005 multidrug AMDSedi mediam_leastDistance 33.883
LD180205-0005 other AMDSedi mediam_leastDistance 22.631
LD180205-0005 phenicol AMDSedi mediam_leastDistance 14.616
LD180205-0005 sulfonamide AMDSedi mediam_leastDistance 8.025
LD180205-0005 tetracycline AMDSedi mediam_leastDistance 34.237
LD180205-0005 unclassified AMDSedi mediam_leastDistance 25.265
LD180205-0006 aminoglycoside AMDSedi mediam_leastDistance 18.615
LD180205-0006 bacitracin AMDSedi mediam_leastDistance 98.009
LD180205-0006 beta-lactam AMDSedi mediam_leastDistance 25.225
LD180205-0006 glycopeptide AMDSedi mediam_leastDistance 44.3865
LD180205-0006 MLS AMDSedi mediam_leastDistance 39.847
LD180205-0006 multidrug AMDSedi mediam_leastDistance 38.334
LD180205-0006 other AMDSedi mediam_leastDistance 23.858
LD180205-0006 phenicol AMDSedi mediam_leastDistance 2.601
LD180205-0006 sulfonamide AMDSedi mediam_leastDistance 11.2265
LD180205-0006 tetracycline AMDSedi mediam_leastDistance 6.609
LD180205-0006 unclassified AMDSedi mediam_leastDistance 12.17
LD180205-0007 aminoglycoside AMDSedi mediam_leastDistance 25.514
LD180205-0007 bacitracin AMDSedi mediam_leastDistance 60.92
LD180205-0007 beta-lactam AMDSedi mediam_leastDistance 16.872
LD180205-0007 glycopeptide AMDSedi mediam_leastDistance 20.178
LD180205-0007 MLS AMDSedi mediam_leastDistance 37.225
LD180205-0007 multidrug AMDSedi mediam_leastDistance 16.1665
LD180205-0007 mupirocin AMDSedi mediam_leastDistance 36.107
LD180205-0007 other AMDSedi mediam_leastDistance 29.745
LD180205-0007 phenicol AMDSedi mediam_leastDistance 6.785
LD180205-0007 sulfonamide AMDSedi mediam_leastDistance 11.2235
LD180205-0007 tetracycline AMDSedi mediam_leastDistance 20.744
LD180205-0007 unclassified AMDSedi mediam_leastDistance 12.17
LD180319-0001 aminoglycoside AMDSedi mediam_leastDistance 41.586
LD180319-0001 bacitracin AMDSedi mediam_leastDistance 10.4
LD180319-0001 beta-lactam AMDSedi mediam_leastDistance 26.0815
LD180319-0001 glycopeptide AMDSedi mediam_leastDistance 36.279
LD180319-0001 MLS AMDSedi mediam_leastDistance 10.1415
LD180319-0001 multidrug AMDSedi mediam_leastDistance 17.576
LD180319-0001 mupirocin AMDSedi mediam_leastDistance 93.2125
LD180319-0001 other AMDSedi mediam_leastDistance 15.422
LD180319-0001 phenicol AMDSedi mediam_leastDistance 17.003
LD180319-0001 sulfonamide AMDSedi mediam_leastDistance 10.9525
LD180319-0001 tetracycline AMDSedi mediam_leastDistance 7.968
LD180319-0001 unclassified AMDSedi mediam_leastDistance 21.322
LD180319-0002 aminoglycoside AMDSedi mediam_leastDistance 39.425
LD180319-0002 bacitracin AMDSedi mediam_leastDistance 6.1305
LD180319-0002 beta-lactam AMDSedi mediam_leastDistance 19.8315
LD180319-0002 glycopeptide AMDSedi mediam_leastDistance 35.463
LD180319-0002 MLS AMDSedi mediam_leastDistance 10.1955
LD180319-0002 multidrug AMDSedi mediam_leastDistance 21.834
LD180319-0002 mupirocin AMDSedi mediam_leastDistance 9.673
LD180319-0002 other AMDSedi mediam_leastDistance 23.6545
LD180319-0002 phenicol AMDSedi mediam_leastDistance 12.426
LD180319-0002 sulfonamide AMDSedi mediam_leastDistance 10.699
LD180319-0002 tetracycline AMDSedi mediam_leastDistance 16.395
LD180319-0002 unclassified AMDSedi mediam_leastDistance 22.537
LD180319-0003 aminoglycoside AMDSedi mediam_leastDistance 21.379
LD180319-0003 bacitracin AMDSedi mediam_leastDistance 13.114
LD180319-0003 beta-lactam AMDSedi mediam_leastDistance 24.665
LD180319-0003 glycopeptide AMDSedi mediam_leastDistance 60.026
LD180319-0003 MLS AMDSedi mediam_leastDistance 28.289
LD180319-0003 multidrug AMDSedi mediam_leastDistance 22.8165
LD180319-0003 other AMDSedi mediam_leastDistance 20.286
LD180319-0003 phenicol AMDSedi mediam_leastDistance 16.943
LD180319-0003 sulfonamide AMDSedi mediam_leastDistance 9.0745
LD180319-0003 tetracycline AMDSedi mediam_leastDistance 4.804
LD180319-0003 unclassified AMDSedi mediam_leastDistance 45.849
LD180319-0004 aminoglycoside AMDSedi mediam_leastDistance 32.9265
LD180319-0004 bacitracin AMDSedi mediam_leastDistance 13.114
LD180319-0004 beta-lactam AMDSedi mediam_leastDistance 29.3505
LD180319-0004 glycopeptide AMDSedi mediam_leastDistance 37.806
LD180319-0004 MLS AMDSedi mediam_leastDistance 10.301
LD180319-0004 multidrug AMDSedi mediam_leastDistance 23.732
LD180319-0004 other AMDSedi mediam_leastDistance 18.084
LD180319-0004 phenicol AMDSedi mediam_leastDistance 35.974
LD180319-0004 sulfonamide AMDSedi mediam_leastDistance 8.34
LD180319-0004 tetracycline AMDSedi mediam_leastDistance 23.243
LD180319-0004 unclassified AMDSedi mediam_leastDistance 37.6445
LD180319-0005 aminoglycoside AMDSedi mediam_leastDistance 15.618
LD180319-0005 bacitracin AMDSedi mediam_leastDistance 11.8085
LD180319-0005 beta-lactam AMDSedi mediam_leastDistance 28.972
LD180319-0005 glycopeptide AMDSedi mediam_leastDistance 17.991
LD180319-0005 MLS AMDSedi mediam_leastDistance 2.112
LD180319-0005 multidrug AMDSedi mediam_leastDistance 11.768
LD180319-0005 mupirocin AMDSedi mediam_leastDistance 36.457
LD180319-0005 other AMDSedi mediam_leastDistance 13.066
LD180319-0005 phenicol AMDSedi mediam_leastDistance 13.748
LD180319-0005 sulfonamide AMDSedi mediam_leastDistance 9.074
LD180319-0005 tetracycline AMDSedi mediam_leastDistance 20.222
LD180319-0005 unclassified AMDSedi mediam_leastDistance 13.631
LD180319-0006 aminoglycoside AMDSedi mediam_leastDistance 25.067
LD180319-0006 bacitracin AMDSedi mediam_leastDistance 10.046
LD180319-0006 beta-lactam AMDSedi mediam_leastDistance 29.988
LD180319-0006 glycopeptide AMDSedi mediam_leastDistance 36.483
LD180319-0006 MLS AMDSedi mediam_leastDistance 2.816
LD180319-0006 multidrug AMDSedi mediam_leastDistance 13.735
LD180319-0006 mupirocin AMDSedi mediam_leastDistance 36.4565
LD180319-0006 other AMDSedi mediam_leastDistance 12.7185
LD180319-0006 phenicol AMDSedi mediam_leastDistance 13.095
LD180319-0006 sulfonamide AMDSedi mediam_leastDistance 8.33
LD180319-0006 tetracycline AMDSedi mediam_leastDistance 11.2295
LD180319-0006 unclassified AMDSedi mediam_leastDistance 23.752
LD180319-0007 aminoglycoside AMDSedi mediam_leastDistance 15.452
LD180319-0007 bacitracin AMDSedi mediam_leastDistance 7.717
LD180319-0007 beta-lactam AMDSedi mediam_leastDistance 20.4225
LD180319-0007 glycopeptide AMDSedi mediam_leastDistance 16.451
LD180319-0007 MLS AMDSedi mediam_leastDistance 2.084
LD180319-0007 multidrug AMDSedi mediam_leastDistance 9.461
LD180319-0007 mupirocin AMDSedi mediam_leastDistance 66.685
LD180319-0007 other AMDSedi mediam_leastDistance 12.985
LD180319-0007 phenicol AMDSedi mediam_leastDistance 13.82
LD180319-0007 sulfonamide AMDSedi mediam_leastDistance 8.1935
LD180319-0007 tetracycline AMDSedi mediam_leastDistance 11.9015
LD180319-0007 unclassified AMDSedi mediam_leastDistance 15.3875
LD180319-0008 aminoglycoside AMDSedi mediam_leastDistance 13.087
LD180319-0008 bacitracin AMDSedi mediam_leastDistance 10.488
LD180319-0008 beta-lactam AMDSedi mediam_leastDistance 12.7555
LD180319-0008 glycopeptide AMDSedi mediam_leastDistance 14.853
LD180319-0008 MLS AMDSedi mediam_leastDistance 2.109
LD180319-0008 multidrug AMDSedi mediam_leastDistance 8.6175
LD180319-0008 mupirocin AMDSedi mediam_leastDistance 36.0315
LD180319-0008 other AMDSedi mediam_leastDistance 14.323
LD180319-0008 phenicol AMDSedi mediam_leastDistance 13.787
LD180319-0008 sulfonamide AMDSedi mediam_leastDistance 8.329
LD180319-0008 tetracycline AMDSedi mediam_leastDistance 19.901
LD180319-0008 unclassified AMDSedi mediam_leastDistance 26.364
LD180319-0009 aminoglycoside AMDSedi mediam_leastDistance 17.8805
LD180319-0009 bacitracin AMDSedi mediam_leastDistance 6.521
LD180319-0009 beta-lactam AMDSedi mediam_leastDistance 21.298
LD180319-0009 glycopeptide AMDSedi mediam_leastDistance 26.431
LD180319-0009 MLS AMDSedi mediam_leastDistance 2.888
LD180319-0009 multidrug AMDSedi mediam_leastDistance 11.749
LD180319-0009 mupirocin AMDSedi mediam_leastDistance 66.686
LD180319-0009 other AMDSedi mediam_leastDistance 13.066
LD180319-0009 phenicol AMDSedi mediam_leastDistance 17.4595
LD180319-0009 sulfonamide AMDSedi mediam_leastDistance 8.331
LD180319-0009 tetracycline AMDSedi mediam_leastDistance 19.297
LD180319-0009 unclassified AMDSedi mediam_leastDistance 25.571
LD180319-0010 aminoglycoside AMDSedi mediam_leastDistance 27.046
LD180319-0010 bacitracin AMDSedi mediam_leastDistance 9.802
LD180319-0010 beta-lactam AMDSedi mediam_leastDistance 29.988
LD180319-0010 glycopeptide AMDSedi mediam_leastDistance 37.824
LD180319-0010 MLS AMDSedi mediam_leastDistance 2.098
LD180319-0010 multidrug AMDSedi mediam_leastDistance 14.7925
LD180319-0010 mupirocin AMDSedi mediam_leastDistance 66.561
LD180319-0010 other AMDSedi mediam_leastDistance 14.45
LD180319-0010 phenicol AMDSedi mediam_leastDistance 13.659
LD180319-0010 sulfonamide AMDSedi mediam_leastDistance 8.229
LD180319-0010 tetracycline AMDSedi mediam_leastDistance 19.5605
LD180319-0010 unclassified AMDSedi mediam_leastDistance 25.57
LD180319-0011 aminoglycoside AMDSedi mediam_leastDistance 15.9565
LD180319-0011 bacitracin AMDSedi mediam_leastDistance 9.337
LD180319-0011 beta-lactam AMDSedi mediam_leastDistance 29.6705
LD180319-0011 glycopeptide AMDSedi mediam_leastDistance 17.134
LD180319-0011 MLS AMDSedi mediam_leastDistance 11.224
LD180319-0011 multidrug AMDSedi mediam_leastDistance 10.742
LD180319-0011 mupirocin AMDSedi mediam_leastDistance 49.101
LD180319-0011 other AMDSedi mediam_leastDistance 18.9625
LD180319-0011 phenicol AMDSedi mediam_leastDistance 14.6515
LD180319-0011 sulfonamide AMDSedi mediam_leastDistance 4.074
LD180319-0011 tetracycline AMDSedi mediam_leastDistance 16.6645
LD180319-0011 unclassified AMDSedi mediam_leastDistance 20.489
LD180319-0012 aminoglycoside AMDSedi mediam_leastDistance 21.7105
LD180319-0012 bacitracin AMDSedi mediam_leastDistance 16.973
LD180319-0012 beta-lactam AMDSedi mediam_leastDistance 20.512
LD180319-0012 glycopeptide AMDSedi mediam_leastDistance 18.403
LD180319-0012 MLS AMDSedi mediam_leastDistance 16.139
LD180319-0012 multidrug AMDSedi mediam_leastDistance 14.835
LD180319-0012 mupirocin AMDSedi mediam_leastDistance 48.7595
LD180319-0012 other AMDSedi mediam_leastDistance 18.084
LD180319-0012 phenicol AMDSedi mediam_leastDistance 25.4045
LD180319-0012 sulfonamide AMDSedi mediam_leastDistance 5.6525
LD180319-0012 tetracycline AMDSedi mediam_leastDistance 14.671
LD180319-0012 unclassified AMDSedi mediam_leastDistance 26.768
LD180319-0013 aminoglycoside AMDSedi mediam_leastDistance 6.4575
LD180319-0013 bacitracin AMDSedi mediam_leastDistance 14.019
LD180319-0013 beta-lactam AMDSedi mediam_leastDistance 23.092
LD180319-0013 glycopeptide AMDSedi mediam_leastDistance 48.21
LD180319-0013 MLS AMDSedi mediam_leastDistance 23.053
LD180319-0013 multidrug AMDSedi mediam_leastDistance 15.642
LD180319-0013 mupirocin AMDSedi mediam_leastDistance 49.091
LD180319-0013 other AMDSedi mediam_leastDistance 32.1815
LD180319-0013 phenicol AMDSedi mediam_leastDistance 19.5895
LD180319-0013 sulfonamide AMDSedi mediam_leastDistance 11.289
LD180319-0013 tetracycline AMDSedi mediam_leastDistance 14.973
LD180319-0013 unclassified AMDSedi mediam_leastDistance 14.2455
LD180319-0014 aminoglycoside AMDSedi mediam_leastDistance 6.601
LD180319-0014 bacitracin AMDSedi mediam_leastDistance 10.467
LD180319-0014 beta-lactam AMDSedi mediam_leastDistance 8.099
LD180319-0014 glycopeptide AMDSedi mediam_leastDistance 6.904
LD180319-0014 MLS AMDSedi mediam_leastDistance 12.0195
LD180319-0014 multidrug AMDSedi mediam_leastDistance 16.999
LD180319-0014 mupirocin AMDSedi mediam_leastDistance 48.333
LD180319-0014 other AMDSedi mediam_leastDistance 11.272
LD180319-0014 phenicol AMDSedi mediam_leastDistance 15.281
LD180319-0014 sulfonamide AMDSedi mediam_leastDistance 6.0925
LD180319-0014 tetracycline AMDSedi mediam_leastDistance 13.4705
LD180319-0014 unclassified AMDSedi mediam_leastDistance 27.65
LD180319-0015 aminoglycoside AMDSedi mediam_leastDistance 104.673
LD180319-0015 bacitracin AMDSedi mediam_leastDistance 32.4155
LD180319-0015 beta-lactam AMDSedi mediam_leastDistance 21.55
LD180319-0015 glycopeptide AMDSedi mediam_leastDistance 16.6745
LD180319-0015 MLS AMDSedi mediam_leastDistance 17.8095
LD180319-0015 multidrug AMDSedi mediam_leastDistance 17.348
LD180319-0015 mupirocin AMDSedi mediam_leastDistance 59.012
LD180319-0015 other AMDSedi mediam_leastDistance 18.3805
LD180319-0015 phenicol AMDSedi mediam_leastDistance 11.913
LD180319-0015 sulfonamide AMDSedi mediam_leastDistance 11.468
LD180319-0015 tetracycline AMDSedi mediam_leastDistance 14.671
LD180319-0015 unclassified AMDSedi mediam_leastDistance 36.544
LD180319-0016 aminoglycoside AMDSedi mediam_leastDistance 26.876
LD180319-0016 bacitracin AMDSedi mediam_leastDistance 10.8195
LD180319-0016 beta-lactam AMDSedi mediam_leastDistance 20.261
LD180319-0016 glycopeptide AMDSedi mediam_leastDistance 19.172
LD180319-0016 MLS AMDSedi mediam_leastDistance 16.1195
LD180319-0016 multidrug AMDSedi mediam_leastDistance 12.5335
LD180319-0016 mupirocin AMDSedi mediam_leastDistance 49.101
LD180319-0016 other AMDSedi mediam_leastDistance 17.675
LD180319-0016 phenicol AMDSedi mediam_leastDistance 17.27
LD180319-0016 sulfonamide AMDSedi mediam_leastDistance 4.796
LD180319-0016 tetracycline AMDSedi mediam_leastDistance 12.521
LD180319-0016 unclassified AMDSedi mediam_leastDistance 14.0745
LD180320-0020 aminoglycoside AMDSedi mediam_leastDistance 23.703
LD180320-0020 bacitracin AMDSedi mediam_leastDistance 4.547
LD180320-0020 beta-lactam AMDSedi mediam_leastDistance 7.09
LD180320-0020 glycopeptide AMDSedi mediam_leastDistance 36.523
LD180320-0020 MLS AMDSedi mediam_leastDistance 3.948
LD180320-0020 multidrug AMDSedi mediam_leastDistance 14.167
LD180320-0020 mupirocin AMDSedi mediam_leastDistance 13.822
LD180320-0020 other AMDSedi mediam_leastDistance 7.3465
LD180320-0020 phenicol AMDSedi mediam_leastDistance 13.845
LD180320-0020 sulfonamide AMDSedi mediam_leastDistance 9.908
LD180320-0020 tetracycline AMDSedi mediam_leastDistance 25.807
LD180320-0020 unclassified AMDSedi mediam_leastDistance 20.109
LD180320-0021 aminoglycoside AMDSedi mediam_leastDistance 18.826
LD180320-0021 bacitracin AMDSedi mediam_leastDistance 12.159
LD180320-0021 beta-lactam AMDSedi mediam_leastDistance 18.859
LD180320-0021 glycopeptide AMDSedi mediam_leastDistance 16.504
LD180320-0021 MLS AMDSedi mediam_leastDistance 3.008
LD180320-0021 multidrug AMDSedi mediam_leastDistance 18.766
LD180320-0021 other AMDSedi mediam_leastDistance 13.9205
LD180320-0021 phenicol AMDSedi mediam_leastDistance 14.618
LD180320-0021 sulfonamide AMDSedi mediam_leastDistance 8.025
LD180320-0021 tetracycline AMDSedi mediam_leastDistance 46.921
LD180320-0021 unclassified AMDSedi mediam_leastDistance 26.4095
LD180320-0022 aminoglycoside AMDSedi mediam_leastDistance 6.059
LD180320-0022 bacitracin AMDSedi mediam_leastDistance 6.0915
LD180320-0022 beta-lactam AMDSedi mediam_leastDistance 9.676
LD180320-0022 glycopeptide AMDSedi mediam_leastDistance 13.6075
LD180320-0022 MLS AMDSedi mediam_leastDistance 2.585
LD180320-0022 multidrug AMDSedi mediam_leastDistance 14.403
LD180320-0022 mupirocin AMDSedi mediam_leastDistance 13.159
LD180320-0022 other AMDSedi mediam_leastDistance 8.506
LD180320-0022 phenicol AMDSedi mediam_leastDistance 10.995
LD180320-0022 sulfonamide AMDSedi mediam_leastDistance 8.34
LD180320-0022 tetracycline AMDSedi mediam_leastDistance 18.401
LD180320-0022 unclassified AMDSedi mediam_leastDistance 13.71
LD180320-0023 aminoglycoside AMDSedi mediam_leastDistance 35.566
LD180320-0023 bacitracin AMDSedi mediam_leastDistance 34.559
LD180320-0023 beta-lactam AMDSedi mediam_leastDistance 21.7765
LD180320-0023 glycopeptide AMDSedi mediam_leastDistance 26.015
LD180320-0023 MLS AMDSedi mediam_leastDistance 14.138
LD180320-0023 multidrug AMDSedi mediam_leastDistance 19.6355
LD180320-0023 mupirocin AMDSedi mediam_leastDistance 83.499
LD180320-0023 other AMDSedi mediam_leastDistance 18.519
LD180320-0023 phenicol AMDSedi mediam_leastDistance 11.81
LD180320-0023 sulfonamide AMDSedi mediam_leastDistance 7.9775
LD180320-0023 tetracycline AMDSedi mediam_leastDistance 6.542
LD180320-0023 unclassified AMDSedi mediam_leastDistance 9.755
LD180320-0024 aminoglycoside AMDSedi mediam_leastDistance 11.9045
LD180320-0024 bacitracin AMDSedi mediam_leastDistance 21.4925
LD180320-0024 beta-lactam AMDSedi mediam_leastDistance 11.832
LD180320-0024 glycopeptide AMDSedi mediam_leastDistance 19.479
LD180320-0024 MLS AMDSedi mediam_leastDistance 12.896
LD180320-0024 multidrug AMDSedi mediam_leastDistance 17.9805
LD180320-0024 mupirocin AMDSedi mediam_leastDistance 143.738
LD180320-0024 other AMDSedi mediam_leastDistance 17.0115
LD180320-0024 phenicol AMDSedi mediam_leastDistance 13.504
LD180320-0024 sulfonamide AMDSedi mediam_leastDistance 7.6905
LD180320-0024 tetracycline AMDSedi mediam_leastDistance 28.7475
LD180320-0024 unclassified AMDSedi mediam_leastDistance 15.477
LD180320-0025 aminoglycoside AMDSedi mediam_leastDistance 16.979
LD180320-0025 bacitracin AMDSedi mediam_leastDistance 19.8
LD180320-0025 beta-lactam AMDSedi mediam_leastDistance 18.572
LD180320-0025 glycopeptide AMDSedi mediam_leastDistance 19.8715
LD180320-0025 MLS AMDSedi mediam_leastDistance 14.115
LD180320-0025 multidrug AMDSedi mediam_leastDistance 14.3745
LD180320-0025 mupirocin AMDSedi mediam_leastDistance 29.137
LD180320-0025 other AMDSedi mediam_leastDistance 18.1635
LD180320-0025 phenicol AMDSedi mediam_leastDistance 31.157
LD180320-0025 sulfonamide AMDSedi mediam_leastDistance 4.221
LD180320-0025 tetracycline AMDSedi mediam_leastDistance 9.197
LD180320-0025 unclassified AMDSedi mediam_leastDistance 15.6705
LD180320-0026 aminoglycoside AMDSedi mediam_leastDistance 37.6195
LD180320-0026 bacitracin AMDSedi mediam_leastDistance 18.391
LD180320-0026 beta-lactam AMDSedi mediam_leastDistance 18.8055
LD180320-0026 glycopeptide AMDSedi mediam_leastDistance 20.264
LD180320-0026 MLS AMDSedi mediam_leastDistance 10.939
LD180320-0026 multidrug AMDSedi mediam_leastDistance 16.6665
LD180320-0026 mupirocin AMDSedi mediam_leastDistance 83.499
LD180320-0026 other AMDSedi mediam_leastDistance 10.1715
LD180320-0026 phenicol AMDSedi mediam_leastDistance 13.395
LD180320-0026 sulfonamide AMDSedi mediam_leastDistance 7.6545
LD180320-0026 tetracycline AMDSedi mediam_leastDistance 11.6185
LD180320-0026 unclassified AMDSedi mediam_leastDistance 17.269
LD180320-0027 aminoglycoside AMDSedi mediam_leastDistance 12.688
LD180320-0027 bacitracin AMDSedi mediam_leastDistance 26.248
LD180320-0027 beta-lactam AMDSedi mediam_leastDistance 18.8055
LD180320-0027 glycopeptide AMDSedi mediam_leastDistance 19.2915
LD180320-0027 MLS AMDSedi mediam_leastDistance 21.5705
LD180320-0027 multidrug AMDSedi mediam_leastDistance 21.241
LD180320-0027 mupirocin AMDSedi mediam_leastDistance 56.672
LD180320-0027 other AMDSedi mediam_leastDistance 13.8095
LD180320-0027 phenicol AMDSedi mediam_leastDistance 16.6255
LD180320-0027 sulfonamide AMDSedi mediam_leastDistance 10.392
LD180320-0027 tetracycline AMDSedi mediam_leastDistance 18.637
LD180320-0027 unclassified AMDSedi mediam_leastDistance 9.755
LD180320-0028 aminoglycoside AMDSedi mediam_leastDistance 28.738
LD180320-0028 bacitracin AMDSedi mediam_leastDistance 15.1405
LD180320-0028 beta-lactam AMDSedi mediam_leastDistance 45.972
LD180320-0028 glycopeptide AMDSedi mediam_leastDistance 24.102
LD180320-0028 MLS AMDSedi mediam_leastDistance 10.3985
LD180320-0028 multidrug AMDSedi mediam_leastDistance 15.0285
LD180320-0028 mupirocin AMDSedi mediam_leastDistance 2.34
LD180320-0028 other AMDSedi mediam_leastDistance 11.7295
LD180320-0028 phenicol AMDSedi mediam_leastDistance 2.5905
LD180320-0028 sulfonamide AMDSedi mediam_leastDistance 5.419
LD180320-0028 tetracycline AMDSedi mediam_leastDistance 9.8735
LD180320-0028 unclassified AMDSedi mediam_leastDistance 22.3605
LD180320-0029 aminoglycoside AMDSedi mediam_leastDistance 28.785
LD180320-0029 bacitracin AMDSedi mediam_leastDistance 4.6835
LD180320-0029 beta-lactam AMDSedi mediam_leastDistance 27.068
LD180320-0029 glycopeptide AMDSedi mediam_leastDistance 15.122
LD180320-0029 MLS AMDSedi mediam_leastDistance 12.024
LD180320-0029 multidrug AMDSedi mediam_leastDistance 12.8855
LD180320-0029 mupirocin AMDSedi mediam_leastDistance 3.104
LD180320-0029 other AMDSedi mediam_leastDistance 12.081
LD180320-0029 phenicol AMDSedi mediam_leastDistance 4.5995
LD180320-0029 sulfonamide AMDSedi mediam_leastDistance 3.251
LD180320-0029 tetracycline AMDSedi mediam_leastDistance 6.724
LD180320-0029 unclassified AMDSedi mediam_leastDistance 25.245
LD180320-0030 aminoglycoside AMDSedi mediam_leastDistance 28.453
LD180320-0030 bacitracin AMDSedi mediam_leastDistance 21.7255
LD180320-0030 beta-lactam AMDSedi mediam_leastDistance 41.147
LD180320-0030 glycopeptide AMDSedi mediam_leastDistance 166.728
LD180320-0030 MLS AMDSedi mediam_leastDistance 37.433
LD180320-0030 multidrug AMDSedi mediam_leastDistance 19.719
LD180320-0030 mupirocin AMDSedi mediam_leastDistance 52.591
LD180320-0030 other AMDSedi mediam_leastDistance 11.827
LD180320-0030 phenicol AMDSedi mediam_leastDistance 5.636
LD180320-0030 sulfonamide AMDSedi mediam_leastDistance 11.386
LD180320-0030 tetracycline AMDSedi mediam_leastDistance 6.938
LD180320-0030 unclassified AMDSedi mediam_leastDistance 8.088
LD180320-0031 aminoglycoside AMDSedi mediam_leastDistance 27.1725
LD180320-0031 bacitracin AMDSedi mediam_leastDistance 29.756
LD180320-0031 beta-lactam AMDSedi mediam_leastDistance 36.4025
LD180320-0031 glycopeptide AMDSedi mediam_leastDistance 66.715
LD180320-0031 MLS AMDSedi mediam_leastDistance 20.242
LD180320-0031 multidrug AMDSedi mediam_leastDistance 13.7915
LD180320-0031 mupirocin AMDSedi mediam_leastDistance 52.591
LD180320-0031 other AMDSedi mediam_leastDistance 11.827
LD180320-0031 phenicol AMDSedi mediam_leastDistance 8.308
LD180320-0031 sulfonamide AMDSedi mediam_leastDistance 11.712
LD180320-0031 tetracycline AMDSedi mediam_leastDistance 8.941
LD180320-0031 unclassified AMDSedi mediam_leastDistance 16.385
LD180320-0032 aminoglycoside AMDSedi mediam_leastDistance 21.379
LD180320-0032 bacitracin AMDSedi mediam_leastDistance 26.517
LD180320-0032 beta-lactam AMDSedi mediam_leastDistance 44.943
LD180320-0032 glycopeptide AMDSedi mediam_leastDistance 25.898
LD180320-0032 MLS AMDSedi mediam_leastDistance 29.384
LD180320-0032 multidrug AMDSedi mediam_leastDistance 17.955
LD180320-0032 mupirocin AMDSedi mediam_leastDistance 35.702
LD180320-0032 other AMDSedi mediam_leastDistance 11.75
