binFileName	corrected_species	pathogenicity	variable	value
AMDSedi_FK2-1.maxbin2.051.contigs.fa_FK2-1.filtered			numORF_multimetal	1
AMDSedi_FK2-1.maxbin2.087_sub.contigs.fa_FK2-1.filtered			numORF_asARG	25
AMDSedi_FK2-1.maxbin2.087_sub.contigs.fa_FK2-1.filtered			numORF_multimetal	0
AMDSedi_FK2-1.maxbin2.087_sub.contigs.fa_FK2-1.filtered			numORF_MRG	6
AMDSedi_FK2-1.maxbin2.087_sub.contigs.fa_FK2-1.filtered			numORF_multidrug	8
AMDSedi_FK2-1.maxbin2.099_sub.contigs.fa_FK2-1.filtered			numORF_multidrug	4
AMDSedi_FK2-1.maxbin2.099_sub.contigs.fa_FK2-1.filtered			numORF_MRG	9
AMDSedi_FK2-1.maxbin2.099_sub.contigs.fa_FK2-1.filtered			numORF_asARG	17
AMDSedi_FK2-1.maxbin2.099_sub.contigs.fa_FK2-1.filtered			numORF_multimetal	2
AMDSedi_FK2-1.maxbin2.133_sub.contigs.fa_FK2-1.filtered			numORF_multidrug	4
AMDSedi_FK2-1.maxbin2.133_sub.contigs.fa_FK2-1.filtered			numORF_MRG	17
AMDSedi_FK2-1.maxbin2.133_sub.contigs.fa_FK2-1.filtered			numORF_asARG	18
AMDSedi_FK2-1.maxbin2.133_sub.contigs.fa_FK2-1.filtered			numORF_multimetal	9
AMDSedi_FK2-1.metabat2.1.contigs.fa_FK2-1.filtered			numORF_multimetal	5
AMDSedi_FK2-1.metabat2.1.contigs.fa_FK2-1.filtered			numORF_asARG	20
AMDSedi_FK2-1.metabat2.1.contigs.fa_FK2-1.filtered			numORF_MRG	12
AMDSedi_FK2-1.metabat2.1.contigs.fa_FK2-1.filtered			numORF_multidrug	6
AMDSedi_FK2-1.metabat2.103.contigs.fa_FK2-1.filtered			numORF_multimetal	4
AMDSedi_FK2-1.metabat2.103.contigs.fa_FK2-1.filtered			numORF_asARG	12
AMDSedi_FK2-1.metabat2.103.contigs.fa_FK2-1.filtered			numORF_multidrug	2
AMDSedi_FK2-1.metabat2.103.contigs.fa_FK2-1.filtered			numORF_MRG	8
AMDSedi_FK2-1.metabat2.105.contigs.fa_FK2-1.filtered			numORF_multimetal	4
AMDSedi_FK2-1.metabat2.105.contigs.fa_FK2-1.filtered			numORF_asARG	21
AMDSedi_FK2-1.metabat2.105.contigs.fa_FK2-1.filtered			numORF_MRG	14
AMDSedi_FK2-1.metabat2.105.contigs.fa_FK2-1.filtered			numORF_multidrug	7
AMDSedi_FK2-1.metabat2.111.contigs.fa_FK2-1.filtered			numORF_asARG	19
AMDSedi_FK2-1.metabat2.111.contigs.fa_FK2-1.filtered			numORF_multidrug	8
AMDSedi_FK2-1.metabat2.111.contigs.fa_FK2-1.filtered			numORF_MRG	7
AMDSedi_FK2-1.metabat2.111.contigs.fa_FK2-1.filtered			numORF_multimetal	3
AMDSedi_FK2-1.metabat2.113.contigs.fa_FK2-1.filtered			numORF_MRG	16
AMDSedi_FK2-1.metabat2.113.contigs.fa_FK2-1.filtered			numORF_multidrug	12
AMDSedi_FK2-1.metabat2.113.contigs.fa_FK2-1.filtered			numORF_multimetal	4
AMDSedi_FK2-1.metabat2.113.contigs.fa_FK2-1.filtered			numORF_asARG	33
AMDSedi_FK2-1.metabat2.114.contigs.fa_FK2-1.filtered			numORF_multidrug	0
AMDSedi_FK2-1.metabat2.114.contigs.fa_FK2-1.filtered			numORF_multimetal	0
AMDSedi_FK2-1.metabat2.114.contigs.fa_FK2-1.filtered			numORF_MRG	0
AMDSedi_FK2-1.metabat2.114.contigs.fa_FK2-1.filtered			numORF_asARG	4
AMDSedi_FK2-1.metabat2.119.contigs.fa_FK2-1.filtered			numORF_asARG	18
AMDSedi_FK2-1.metabat2.119.contigs.fa_FK2-1.filtered			numORF_multidrug	5
AMDSedi_FK2-1.metabat2.119.contigs.fa_FK2-1.filtered			numORF_multimetal	3
AMDSedi_FK2-1.metabat2.119.contigs.fa_FK2-1.filtered			numORF_MRG	7
AMDSedi_FK2-1.metabat2.121.contigs.fa_FK2-1.filtered			numORF_MRG	9
AMDSedi_FK2-1.metabat2.121.contigs.fa_FK2-1.filtered			numORF_multidrug	6
AMDSedi_FK2-1.metabat2.121.contigs.fa_FK2-1.filtered			numORF_asARG	24
AMDSedi_FK2-1.metabat2.121.contigs.fa_FK2-1.filtered			numORF_multimetal	4
AMDSedi_FK2-1.metabat2.123.contigs.fa_FK2-1.filtered			numORF_multimetal	0
AMDSedi_FK2-1.metabat2.123.contigs.fa_FK2-1.filtered			numORF_multidrug	0
AMDSedi_FK2-1.metabat2.123.contigs.fa_FK2-1.filtered			numORF_asARG	4
AMDSedi_FK2-1.metabat2.123.contigs.fa_FK2-1.filtered			numORF_MRG	1
AMDSedi_FK2-1.metabat2.124.contigs.fa_FK2-1.filtered			numORF_multidrug	15
AMDSedi_FK2-1.metabat2.124.contigs.fa_FK2-1.filtered			numORF_MRG	15
AMDSedi_FK2-1.metabat2.124.contigs.fa_FK2-1.filtered			numORF_multimetal	6
AMDSedi_FK2-1.metabat2.124.contigs.fa_FK2-1.filtered			numORF_asARG	28
AMDSedi_FK2-1.metabat2.125.contigs.fa_FK2-1.filtered			numORF_multimetal	11
AMDSedi_FK2-1.metabat2.125.contigs.fa_FK2-1.filtered			numORF_multidrug	17
AMDSedi_FK2-1.metabat2.125.contigs.fa_FK2-1.filtered			numORF_asARG	33
AMDSedi_FK2-1.metabat2.125.contigs.fa_FK2-1.filtered			numORF_MRG	32
AMDSedi_FK2-1.metabat2.126_sub.contigs.fa_FK2-1.filtered			numORF_asARG	21
AMDSedi_FK2-1.metabat2.126_sub.contigs.fa_FK2-1.filtered			numORF_MRG	16
AMDSedi_FK2-1.metabat2.126_sub.contigs.fa_FK2-1.filtered			numORF_multidrug	12
AMDSedi_FK2-1.metabat2.126_sub.contigs.fa_FK2-1.filtered			numORF_multimetal	4
AMDSedi_FK2-1.metabat2.129.contigs.fa_FK2-1.filtered			numORF_multidrug	4
AMDSedi_FK2-1.metabat2.129.contigs.fa_FK2-1.filtered			numORF_asARG	18
AMDSedi_FK2-1.metabat2.129.contigs.fa_FK2-1.filtered			numORF_MRG	6
AMDSedi_FK2-1.metabat2.129.contigs.fa_FK2-1.filtered			numORF_multimetal	5
AMDSedi_FK2-1.metabat2.132.contigs.fa_FK2-1.filtered			numORF_multimetal	4
AMDSedi_FK2-1.metabat2.132.contigs.fa_FK2-1.filtered			numORF_MRG	12
AMDSedi_FK2-1.metabat2.132.contigs.fa_FK2-1.filtered			numORF_asARG	15
AMDSedi_FK2-1.metabat2.132.contigs.fa_FK2-1.filtered			numORF_multidrug	3
AMDSedi_FK2-1.metabat2.138.contigs.fa_FK2-1.filtered			numORF_asARG	20
AMDSedi_FK2-1.metabat2.138.contigs.fa_FK2-1.filtered			numORF_multidrug	9
AMDSedi_FK2-1.metabat2.138.contigs.fa_FK2-1.filtered			numORF_MRG	16
AMDSedi_FK2-1.metabat2.138.contigs.fa_FK2-1.filtered			numORF_multimetal	3
AMDSedi_FK2-1.metabat2.144.contigs.fa_FK2-1.filtered			numORF_multidrug	10
AMDSedi_FK2-1.metabat2.144.contigs.fa_FK2-1.filtered			numORF_multimetal	4
AMDSedi_FK2-1.metabat2.144.contigs.fa_FK2-1.filtered			numORF_asARG	23
AMDSedi_FK2-1.metabat2.144.contigs.fa_FK2-1.filtered			numORF_MRG	18
AMDSedi_FK2-1.metabat2.146.contigs.fa_FK2-1.filtered			numORF_MRG	17
AMDSedi_FK2-1.metabat2.146.contigs.fa_FK2-1.filtered			numORF_asARG	17
AMDSedi_FK2-1.metabat2.146.contigs.fa_FK2-1.filtered			numORF_multidrug	11
AMDSedi_FK2-1.metabat2.146.contigs.fa_FK2-1.filtered			numORF_multimetal	9
AMDSedi_FK2-1.metabat2.15.contigs.fa_FK2-1.filtered			numORF_multimetal	0
AMDSedi_FK2-1.metabat2.15.contigs.fa_FK2-1.filtered			numORF_multidrug	0
AMDSedi_FK2-1.metabat2.15.contigs.fa_FK2-1.filtered			numORF_asARG	2
AMDSedi_FK2-1.metabat2.15.contigs.fa_FK2-1.filtered			numORF_MRG	0
AMDSedi_FK2-1.metabat2.155.contigs.fa_FK2-1.filtered			numORF_multimetal	5
AMDSedi_FK2-1.metabat2.155.contigs.fa_FK2-1.filtered			numORF_MRG	14
AMDSedi_FK2-1.metabat2.155.contigs.fa_FK2-1.filtered			numORF_multidrug	6
AMDSedi_FK2-1.metabat2.155.contigs.fa_FK2-1.filtered			numORF_asARG	26
AMDSedi_FK2-1.metabat2.156.contigs.fa_FK2-1.filtered			numORF_multidrug	1
AMDSedi_FK2-1.metabat2.156.contigs.fa_FK2-1.filtered			numORF_multimetal	1
AMDSedi_FK2-1.metabat2.156.contigs.fa_FK2-1.filtered			numORF_asARG	15
AMDSedi_FK2-1.metabat2.156.contigs.fa_FK2-1.filtered			numORF_MRG	4
AMDSedi_FK2-1.metabat2.157.contigs.fa_FK2-1.filtered			numORF_multimetal	2
AMDSedi_FK2-1.metabat2.157.contigs.fa_FK2-1.filtered			numORF_asARG	12
AMDSedi_FK2-1.metabat2.157.contigs.fa_FK2-1.filtered			numORF_multidrug	5
AMDSedi_FK2-1.metabat2.157.contigs.fa_FK2-1.filtered			numORF_MRG	7
AMDSedi_FK2-1.metabat2.158.contigs.fa_FK2-1.filtered			numORF_multimetal	2
AMDSedi_FK2-1.metabat2.158.contigs.fa_FK2-1.filtered			numORF_asARG	11
AMDSedi_FK2-1.metabat2.158.contigs.fa_FK2-1.filtered			numORF_multidrug	2
AMDSedi_FK2-1.metabat2.158.contigs.fa_FK2-1.filtered			numORF_MRG	7
AMDSedi_FK2-1.metabat2.16.contigs.fa_FK2-1.filtered			numORF_MRG	10
AMDSedi_FK2-1.metabat2.16.contigs.fa_FK2-1.filtered			numORF_asARG	20
AMDSedi_FK2-1.metabat2.16.contigs.fa_FK2-1.filtered			numORF_multimetal	1
AMDSedi_FK2-1.metabat2.16.contigs.fa_FK2-1.filtered			numORF_multidrug	5
AMDSedi_FK2-1.metabat2.160.contigs.fa_FK2-1.filtered			numORF_multimetal	2
AMDSedi_FK2-1.metabat2.160.contigs.fa_FK2-1.filtered			numORF_multidrug	4
AMDSedi_FK2-1.metabat2.160.contigs.fa_FK2-1.filtered			numORF_asARG	20
AMDSedi_FK2-1.metabat2.160.contigs.fa_FK2-1.filtered			numORF_MRG	6
AMDSedi_FK2-1.metabat2.167_sub.contigs.fa_FK2-1.filtered			numORF_MRG	1
AMDSedi_FK2-1.metabat2.167_sub.contigs.fa_FK2-1.filtered			numORF_multimetal	0
AMDSedi_FK2-1.metabat2.167_sub.contigs.fa_FK2-1.filtered			numORF_asARG	11
AMDSedi_FK2-1.metabat2.167_sub.contigs.fa_FK2-1.filtered			numORF_multidrug	2
AMDSedi_FK2-1.metabat2.172.contigs.fa_FK2-1.filtered			numORF_MRG	0
AMDSedi_FK2-1.metabat2.172.contigs.fa_FK2-1.filtered			numORF_multimetal	0
AMDSedi_FK2-1.metabat2.172.contigs.fa_FK2-1.filtered			numORF_asARG	6
AMDSedi_FK2-1.metabat2.172.contigs.fa_FK2-1.filtered			numORF_multidrug	1
AMDSedi_FK2-1.metabat2.175.contigs.fa_FK2-1.filtered			numORF_MRG	19
AMDSedi_FK2-1.metabat2.175.contigs.fa_FK2-1.filtered			numORF_multidrug	4
AMDSedi_FK2-1.metabat2.175.contigs.fa_FK2-1.filtered			numORF_asARG	12
AMDSedi_FK2-1.metabat2.175.contigs.fa_FK2-1.filtered			numORF_multimetal	12
AMDSedi_FK2-1.metabat2.179.contigs.fa_FK2-1.filtered			numORF_multimetal	4
AMDSedi_FK2-1.metabat2.179.contigs.fa_FK2-1.filtered			numORF_MRG	18
AMDSedi_FK2-1.metabat2.179.contigs.fa_FK2-1.filtered			numORF_asARG	30
AMDSedi_FK2-1.metabat2.179.contigs.fa_FK2-1.filtered			numORF_multidrug	13
AMDSedi_FK2-1.metabat2.18.contigs.fa_FK2-1.filtered			numORF_multimetal	6
AMDSedi_FK2-1.metabat2.18.contigs.fa_FK2-1.filtered			numORF_MRG	14
AMDSedi_FK2-1.metabat2.18.contigs.fa_FK2-1.filtered			numORF_asARG	27
AMDSedi_FK2-1.metabat2.18.contigs.fa_FK2-1.filtered			numORF_multidrug	8
AMDSedi_FK2-1.metabat2.183.contigs.fa_FK2-1.filtered			numORF_multidrug	3
AMDSedi_FK2-1.metabat2.183.contigs.fa_FK2-1.filtered			numORF_multimetal	0
AMDSedi_FK2-1.metabat2.183.contigs.fa_FK2-1.filtered			numORF_MRG	0
AMDSedi_FK2-1.metabat2.183.contigs.fa_FK2-1.filtered			numORF_asARG	9
AMDSedi_FK2-1.metabat2.188.contigs.fa_FK2-1.filtered			numORF_MRG	22
AMDSedi_FK2-1.metabat2.188.contigs.fa_FK2-1.filtered			numORF_multidrug	9
AMDSedi_FK2-1.metabat2.188.contigs.fa_FK2-1.filtered			numORF_asARG	31
AMDSedi_FK2-1.metabat2.188.contigs.fa_FK2-1.filtered			numORF_multimetal	6
AMDSedi_FK2-1.metabat2.19.contigs.fa_FK2-1.filtered			numORF_MRG	12
AMDSedi_FK2-1.metabat2.19.contigs.fa_FK2-1.filtered			numORF_multidrug	10
AMDSedi_FK2-1.metabat2.19.contigs.fa_FK2-1.filtered			numORF_asARG	31
AMDSedi_FK2-1.metabat2.19.contigs.fa_FK2-1.filtered			numORF_multimetal	2
AMDSedi_FK2-1.metabat2.191.contigs.fa_FK2-1.filtered			numORF_multidrug	3
AMDSedi_FK2-1.metabat2.191.contigs.fa_FK2-1.filtered			numORF_asARG	9
AMDSedi_FK2-1.metabat2.191.contigs.fa_FK2-1.filtered			numORF_multimetal	0
AMDSedi_FK2-1.metabat2.191.contigs.fa_FK2-1.filtered			numORF_MRG	3
AMDSedi_FK2-1.metabat2.193.contigs.fa_FK2-1.filtered			numORF_asARG	22
AMDSedi_FK2-1.metabat2.193.contigs.fa_FK2-1.filtered			numORF_multidrug	8
AMDSedi_FK2-1.metabat2.193.contigs.fa_FK2-1.filtered			numORF_MRG	14
AMDSedi_FK2-1.metabat2.193.contigs.fa_FK2-1.filtered			numORF_multimetal	5
AMDSedi_FK2-1.metabat2.196.contigs.fa_FK2-1.filtered			numORF_asARG	3
AMDSedi_FK2-1.metabat2.196.contigs.fa_FK2-1.filtered			numORF_multidrug	0
AMDSedi_FK2-1.metabat2.196.contigs.fa_FK2-1.filtered			numORF_multimetal	0
AMDSedi_FK2-1.metabat2.196.contigs.fa_FK2-1.filtered			numORF_MRG	1
AMDSedi_FK2-1.metabat2.198.contigs.fa_FK2-1.filtered			numORF_multimetal	2
AMDSedi_FK2-1.metabat2.198.contigs.fa_FK2-1.filtered			numORF_MRG	6
AMDSedi_FK2-1.metabat2.198.contigs.fa_FK2-1.filtered			numORF_asARG	5
AMDSedi_FK2-1.metabat2.198.contigs.fa_FK2-1.filtered			numORF_multidrug	0
AMDSedi_FK2-1.metabat2.199_sub.contigs.fa_FK2-1.filtered			numORF_multidrug	9
AMDSedi_FK2-1.metabat2.199_sub.contigs.fa_FK2-1.filtered			numORF_MRG	16
AMDSedi_FK2-1.metabat2.199_sub.contigs.fa_FK2-1.filtered			numORF_multimetal	6
AMDSedi_FK2-1.metabat2.199_sub.contigs.fa_FK2-1.filtered			numORF_asARG	31
AMDSedi_FK2-1.metabat2.207.contigs.fa_FK2-1.filtered			numORF_multidrug	2
AMDSedi_FK2-1.metabat2.207.contigs.fa_FK2-1.filtered			numORF_multimetal	4
AMDSedi_FK2-1.metabat2.207.contigs.fa_FK2-1.filtered			numORF_MRG	9
AMDSedi_FK2-1.metabat2.207.contigs.fa_FK2-1.filtered			numORF_asARG	15
AMDSedi_FK2-1.metabat2.21.contigs.fa_FK2-1.filtered			numORF_multidrug	1
AMDSedi_FK2-1.metabat2.21.contigs.fa_FK2-1.filtered			numORF_asARG	4
AMDSedi_FK2-1.metabat2.21.contigs.fa_FK2-1.filtered			numORF_multimetal	0
AMDSedi_FK2-1.metabat2.21.contigs.fa_FK2-1.filtered			numORF_MRG	0
AMDSedi_FK2-1.metabat2.211.contigs.fa_FK2-1.filtered			numORF_multidrug	7
AMDSedi_FK2-1.metabat2.211.contigs.fa_FK2-1.filtered			numORF_MRG	15
AMDSedi_FK2-1.metabat2.211.contigs.fa_FK2-1.filtered			numORF_asARG	18
AMDSedi_FK2-1.metabat2.211.contigs.fa_FK2-1.filtered			numORF_multimetal	2
AMDSedi_FK2-1.metabat2.219.contigs.fa_FK2-1.filtered			numORF_multimetal	4
AMDSedi_FK2-1.metabat2.219.contigs.fa_FK2-1.filtered			numORF_MRG	9
AMDSedi_FK2-1.metabat2.219.contigs.fa_FK2-1.filtered			numORF_asARG	26
AMDSedi_FK2-1.metabat2.219.contigs.fa_FK2-1.filtered			numORF_multidrug	8
AMDSedi_FK2-1.metabat2.22.contigs.fa_FK2-1.filtered			numORF_multidrug	4
AMDSedi_FK2-1.metabat2.22.contigs.fa_FK2-1.filtered			numORF_asARG	21
AMDSedi_FK2-1.metabat2.22.contigs.fa_FK2-1.filtered			numORF_MRG	9
AMDSedi_FK2-1.metabat2.22.contigs.fa_FK2-1.filtered			numORF_multimetal	3
AMDSedi_FK2-1.metabat2.226.contigs.fa_FK2-1.filtered			numORF_multidrug	1
AMDSedi_FK2-1.metabat2.226.contigs.fa_FK2-1.filtered			numORF_MRG	1
AMDSedi_FK2-1.metabat2.226.contigs.fa_FK2-1.filtered			numORF_asARG	3
AMDSedi_FK2-1.metabat2.226.contigs.fa_FK2-1.filtered			numORF_multimetal	0
AMDSedi_FK2-1.metabat2.26.contigs.fa_FK2-1.filtered			numORF_multimetal	9
AMDSedi_FK2-1.metabat2.26.contigs.fa_FK2-1.filtered			numORF_multidrug	4
AMDSedi_FK2-1.metabat2.26.contigs.fa_FK2-1.filtered			numORF_MRG	17
AMDSedi_FK2-1.metabat2.26.contigs.fa_FK2-1.filtered			numORF_asARG	21
AMDSedi_FK2-1.metabat2.3.contigs.fa_FK2-1.filtered			numORF_MRG	10
AMDSedi_FK2-1.metabat2.3.contigs.fa_FK2-1.filtered			numORF_multimetal	3
AMDSedi_FK2-1.metabat2.3.contigs.fa_FK2-1.filtered			numORF_multidrug	12
AMDSedi_FK2-1.metabat2.3.contigs.fa_FK2-1.filtered			numORF_asARG	27
AMDSedi_FK2-1.metabat2.30.contigs.fa_FK2-1.filtered			numORF_multidrug	11
AMDSedi_FK2-1.metabat2.30.contigs.fa_FK2-1.filtered			numORF_MRG	19
AMDSedi_FK2-1.metabat2.30.contigs.fa_FK2-1.filtered			numORF_multimetal	3
AMDSedi_FK2-1.metabat2.30.contigs.fa_FK2-1.filtered			numORF_asARG	19
AMDSedi_FK2-1.metabat2.34.contigs.fa_FK2-1.filtered			numORF_multimetal	3
AMDSedi_FK2-1.metabat2.34.contigs.fa_FK2-1.filtered			numORF_MRG	14
AMDSedi_FK2-1.metabat2.34.contigs.fa_FK2-1.filtered			numORF_asARG	23
AMDSedi_FK2-1.metabat2.34.contigs.fa_FK2-1.filtered			numORF_multidrug	13
AMDSedi_FK2-1.metabat2.36_sub.contigs.fa_FK2-1.filtered			numORF_MRG	6
AMDSedi_FK2-1.metabat2.36_sub.contigs.fa_FK2-1.filtered			numORF_multidrug	0
AMDSedi_FK2-1.metabat2.36_sub.contigs.fa_FK2-1.filtered			numORF_multimetal	2
AMDSedi_FK2-1.metabat2.36_sub.contigs.fa_FK2-1.filtered			numORF_asARG	12
AMDSedi_FK2-1.metabat2.4.contigs.fa_FK2-1.filtered			numORF_asARG	14
AMDSedi_FK2-1.metabat2.4.contigs.fa_FK2-1.filtered			numORF_MRG	1
AMDSedi_FK2-1.metabat2.4.contigs.fa_FK2-1.filtered			numORF_multimetal	0
AMDSedi_FK2-1.metabat2.4.contigs.fa_FK2-1.filtered			numORF_multidrug	2
AMDSedi_FK2-1.metabat2.45.contigs.fa_FK2-1.filtered			numORF_multidrug	4
AMDSedi_FK2-1.metabat2.45.contigs.fa_FK2-1.filtered			numORF_multimetal	6
AMDSedi_FK2-1.metabat2.45.contigs.fa_FK2-1.filtered			numORF_asARG	18
AMDSedi_FK2-1.metabat2.45.contigs.fa_FK2-1.filtered			numORF_MRG	13
AMDSedi_FK2-1.metabat2.46.contigs.fa_FK2-1.filtered			numORF_MRG	1
AMDSedi_FK2-1.metabat2.46.contigs.fa_FK2-1.filtered			numORF_multidrug	0
AMDSedi_FK2-1.metabat2.46.contigs.fa_FK2-1.filtered			numORF_asARG	2
AMDSedi_FK2-1.metabat2.46.contigs.fa_FK2-1.filtered			numORF_multimetal	0
AMDSedi_FK2-1.metabat2.47.contigs.fa_FK2-1.filtered			numORF_asARG	11
AMDSedi_FK2-1.metabat2.47.contigs.fa_FK2-1.filtered			numORF_multidrug	3
AMDSedi_FK2-1.metabat2.47.contigs.fa_FK2-1.filtered			numORF_multimetal	0
AMDSedi_FK2-1.metabat2.47.contigs.fa_FK2-1.filtered			numORF_MRG	1
AMDSedi_FK2-1.metabat2.48.contigs.fa_FK2-1.filtered			numORF_asARG	26
AMDSedi_FK2-1.metabat2.48.contigs.fa_FK2-1.filtered			numORF_multimetal	8
AMDSedi_FK2-1.metabat2.48.contigs.fa_FK2-1.filtered			numORF_MRG	19
AMDSedi_FK2-1.metabat2.48.contigs.fa_FK2-1.filtered			numORF_multidrug	12
AMDSedi_FK2-1.metabat2.53_sub.contigs.fa_FK2-1.filtered			numORF_multidrug	5
AMDSedi_FK2-1.metabat2.53_sub.contigs.fa_FK2-1.filtered			numORF_MRG	14
AMDSedi_FK2-1.metabat2.53_sub.contigs.fa_FK2-1.filtered			numORF_multimetal	5
AMDSedi_FK2-1.metabat2.53_sub.contigs.fa_FK2-1.filtered			numORF_asARG	15
AMDSedi_FK2-1.metabat2.54.contigs.fa_FK2-1.filtered			numORF_MRG	3
AMDSedi_FK2-1.metabat2.54.contigs.fa_FK2-1.filtered			numORF_asARG	20
AMDSedi_FK2-1.metabat2.54.contigs.fa_FK2-1.filtered			numORF_multimetal	2
AMDSedi_FK2-1.metabat2.54.contigs.fa_FK2-1.filtered			numORF_multidrug	5
AMDSedi_FK2-1.metabat2.61.contigs.fa_FK2-1.filtered			numORF_MRG	6
AMDSedi_FK2-1.metabat2.61.contigs.fa_FK2-1.filtered			numORF_multimetal	2
AMDSedi_FK2-1.metabat2.61.contigs.fa_FK2-1.filtered			numORF_asARG	17
AMDSedi_FK2-1.metabat2.61.contigs.fa_FK2-1.filtered			numORF_multidrug	5
AMDSedi_FK2-1.metabat2.65_sub.contigs.fa_FK2-1.filtered			numORF_asARG	16
AMDSedi_FK2-1.metabat2.65_sub.contigs.fa_FK2-1.filtered			numORF_multidrug	7
AMDSedi_FK2-1.metabat2.65_sub.contigs.fa_FK2-1.filtered			numORF_multimetal	8
AMDSedi_FK2-1.metabat2.65_sub.contigs.fa_FK2-1.filtered			numORF_MRG	17
AMDSedi_FK2-1.metabat2.69.contigs.fa_FK2-1.filtered			numORF_multidrug	0
AMDSedi_FK2-1.metabat2.69.contigs.fa_FK2-1.filtered			numORF_MRG	1
AMDSedi_FK2-1.metabat2.69.contigs.fa_FK2-1.filtered			numORF_multimetal	0
AMDSedi_FK2-1.metabat2.69.contigs.fa_FK2-1.filtered			numORF_asARG	2
AMDSedi_FK2-1.metabat2.74.contigs.fa_FK2-1.filtered			numORF_MRG	12
AMDSedi_FK2-1.metabat2.74.contigs.fa_FK2-1.filtered			numORF_multidrug	3
AMDSedi_FK2-1.metabat2.74.contigs.fa_FK2-1.filtered			numORF_multimetal	1
AMDSedi_FK2-1.metabat2.74.contigs.fa_FK2-1.filtered			numORF_asARG	15
AMDSedi_FK2-1.metabat2.76.contigs.fa_FK2-1.filtered			numORF_asARG	30
AMDSedi_FK2-1.metabat2.76.contigs.fa_FK2-1.filtered			numORF_multimetal	5
AMDSedi_FK2-1.metabat2.76.contigs.fa_FK2-1.filtered			numORF_MRG	18
AMDSedi_FK2-1.metabat2.76.contigs.fa_FK2-1.filtered			numORF_multidrug	8
AMDSedi_FK2-1.metabat2.8.contigs.fa_FK2-1.filtered			numORF_multidrug	0
AMDSedi_FK2-1.metabat2.8.contigs.fa_FK2-1.filtered			numORF_multimetal	3
AMDSedi_FK2-1.metabat2.8.contigs.fa_FK2-1.filtered			numORF_asARG	9
AMDSedi_FK2-1.metabat2.8.contigs.fa_FK2-1.filtered			numORF_MRG	7
AMDSedi_FK2-1.metabat2.85.contigs.fa_FK2-1.filtered			numORF_multidrug	3
AMDSedi_FK2-1.metabat2.85.contigs.fa_FK2-1.filtered			numORF_asARG	17
AMDSedi_FK2-1.metabat2.85.contigs.fa_FK2-1.filtered			numORF_MRG	3
AMDSedi_FK2-1.metabat2.85.contigs.fa_FK2-1.filtered			numORF_multimetal	0
AMDSedi_FK2-1.metabat2.86.contigs.fa_FK2-1.filtered			numORF_MRG	8
AMDSedi_FK2-1.metabat2.86.contigs.fa_FK2-1.filtered			numORF_asARG	21
AMDSedi_FK2-1.metabat2.86.contigs.fa_FK2-1.filtered			numORF_multidrug	11
AMDSedi_FK2-1.metabat2.86.contigs.fa_FK2-1.filtered			numORF_multimetal	1
AMDSedi_FK2-1.metabat2.9.contigs.fa_FK2-1.filtered			numORF_asARG	31
AMDSedi_FK2-1.metabat2.9.contigs.fa_FK2-1.filtered			numORF_MRG	12
AMDSedi_FK2-1.metabat2.9.contigs.fa_FK2-1.filtered			numORF_multidrug	8
AMDSedi_FK2-1.metabat2.9.contigs.fa_FK2-1.filtered			numORF_multimetal	6
AMDSedi_FK2-1.metabat2.97.contigs.fa_FK2-1.filtered			numORF_multimetal	1
AMDSedi_FK2-1.metabat2.97.contigs.fa_FK2-1.filtered			numORF_MRG	3
AMDSedi_FK2-1.metabat2.97.contigs.fa_FK2-1.filtered			numORF_asARG	5
AMDSedi_FK2-1.metabat2.97.contigs.fa_FK2-1.filtered			numORF_multidrug	0
AMDSedi_FK3-1.abawaca.34.contigs.filtered.fa_FK3-1.filtered			numORF_multimetal	0
AMDSedi_FK3-1.abawaca.34.contigs.filtered.fa_FK3-1.filtered			numORF_multidrug	3
AMDSedi_FK3-1.abawaca.34.contigs.filtered.fa_FK3-1.filtered			numORF_asARG	14
AMDSedi_FK3-1.abawaca.34.contigs.filtered.fa_FK3-1.filtered			numORF_MRG	3
AMDSedi_FK3-1.abawaca.48_sub.contigs.filtered.fa_FK3-1.filtered			numORF_MRG	9
AMDSedi_FK3-1.abawaca.48_sub.contigs.filtered.fa_FK3-1.filtered			numORF_multimetal	1
AMDSedi_FK3-1.abawaca.48_sub.contigs.filtered.fa_FK3-1.filtered			numORF_asARG	9
AMDSedi_FK3-1.abawaca.48_sub.contigs.filtered.fa_FK3-1.filtered			numORF_multidrug	2
AMDSedi_FK3-1.concoct.114.contigs.filtered.fa_FK3-1.filtered			numORF_MRG	15
AMDSedi_FK3-1.concoct.114.contigs.filtered.fa_FK3-1.filtered			numORF_asARG	29
AMDSedi_FK3-1.concoct.114.contigs.filtered.fa_FK3-1.filtered			numORF_multimetal	5
AMDSedi_FK3-1.concoct.114.contigs.filtered.fa_FK3-1.filtered			numORF_multidrug	11
AMDSedi_FK3-1.concoct.12.contigs.filtered.fa_FK3-1.filtered			numORF_MRG	10
AMDSedi_FK3-1.concoct.12.contigs.filtered.fa_FK3-1.filtered			numORF_multimetal	4
AMDSedi_FK3-1.concoct.12.contigs.filtered.fa_FK3-1.filtered			numORF_asARG	13
AMDSedi_FK3-1.concoct.12.contigs.filtered.fa_FK3-1.filtered			numORF_multidrug	3
AMDSedi_FK3-1.concoct.124.contigs.filtered.fa_FK3-1.filtered			numORF_asARG	16
