spCollection,sample_name,core_ORF,ARG,MRG_type,MRG,NearestDistance,ARG_type
AMDSedi,AMDSedi_BP5.metabat2.241_sub.contigs.fa_BP5.filtered,NODE_98_length_151469_cov_2.582119_BP5_10,mdtA,Copper_resistance,CORR,91922,multidrug
AMDSedi,AMDSedi_BP5.metabat2.241_sub.contigs.fa_BP5.filtered,NODE_98_length_151469_cov_2.582119_BP5_14,OpmB,Copper_resistance,CORR,83387,multidrug
AMDSedi,AMDSedi_BP5.metabat2.241_sub.contigs.fa_BP5.filtered,NODE_98_length_151469_cov_2.582119_BP5_32,sul4,Copper_resistance,CORR,65330,sulfonamide
AMDSedi,AMDSedi_BP5.metabat2.242.contigs.fa_BP5.filtered,NODE_1872_length_34674_cov_14.360668_BP5_13,chloramphenicol_and_florfenicol_resistance,Copper_resistance,DNAK,1846,phenicol
AMDSedi,AMDSedi_BP5.metabat2.244.contigs.fa_BP5.filtered,NODE_138_length_128495_cov_2.026432_BP5_62,mdtK,Multi-metal_resistance,RECGM,6015,multidrug
AMDSedi,AMDSedi_BP5.metabat2.244.contigs.fa_BP5.filtered,NODE_1854_length_34838_cov_1.717352_BP5_14,sul4,Arsenic_resistance,PSTB,4051,sulfonamide
AMDSedi,AMDSedi_BP5.metabat2.244.contigs.fa_BP5.filtered,NODE_3375_length_23975_cov_1.889089_BP5_11,cob(I)alamin_adenolsyltransferase,Arsenic_resistance,ARST,7343,unclassified
AMDSedi,AMDSedi_BP5.metabat2.244.contigs.fa_BP5.filtered,NODE_636_length_64993_cov_1.981053_BP5_15,OpmB,Multi-metal_resistance,CNRT,47520,multidrug
AMDSedi,AMDSedi_BP5.metabat2.244.contigs.fa_BP5.filtered,NODE_636_length_64993_cov_1.981053_BP5_45,emrB,Multi-metal_resistance,CNRT,6245,multidrug
AMDSedi,AMDSedi_BP5.metabat2.246.contigs.fa_BP5.filtered,NODE_1382_length_41307_cov_2.412458_BP5_34,bacA,Tellurium_resistance,ACTP1,15318,bacitracin
AMDSedi,AMDSedi_BP5.metabat2.246.contigs.fa_BP5.filtered,NODE_1627_length_37689_cov_2.553006_BP5_29,emrA,Nickel_resistance,HOXN,6376,multidrug
AMDSedi,AMDSedi_BP5.metabat2.246.contigs.fa_BP5.filtered,NODE_1627_length_37689_cov_2.553006_BP5_30,emrB,Nickel_resistance,HOXN,7449,multidrug
AMDSedi,AMDSedi_BP5.metabat2.246.contigs.fa_BP5.filtered,NODE_308_length_92452_cov_2.325849_BP5_2,sul4,Multi-metal_resistance,RUVBM,9590,sulfonamide
AMDSedi,AMDSedi_BP5.metabat2.246.contigs.fa_BP5.filtered,NODE_352_length_86770_cov_2.663712_BP5_43,vanX,Copper_resistance,DNAK,33876,glycopeptide
AMDSedi,AMDSedi_BP5.metabat2.246.contigs.fa_BP5.filtered,NODE_352_length_86770_cov_2.663712_BP5_44,cfrC,Copper_resistance,DNAK,32814,phenicol
AMDSedi,AMDSedi_BP5.metabat2.246.contigs.fa_BP5.filtered,NODE_352_length_86770_cov_2.663712_BP5_76,CTX-M-151,Copper_resistance,DNAK,2628,beta-lactam
AMDSedi,AMDSedi_BP5.metabat2.246.contigs.fa_BP5.filtered,NODE_392_length_83233_cov_2.505306_BP5_8,MuxA,Arsenic_resistance,ARST,5840,multidrug
AMDSedi,AMDSedi_BP5.metabat2.246.contigs.fa_BP5.filtered,NODE_894_length_54236_cov_2.485834_BP5_5,TriC,Arsenic_resistance,PSTB,43567,triclosan
AMDSedi,AMDSedi_BP5.metabat2.247_sub.contigs.fa_BP5.filtered,NODE_4544_length_19599_cov_1.451623_BP5_12,sul4,Arsenic_resistance,PSTB,1685,sulfonamide
AMDSedi,AMDSedi_BP5.metabat2.249_sub.contigs.fa_BP5.filtered,NODE_1842_length_34963_cov_14.523711_BP5_26,cob(I)alamin_adenolsyltransferase,Iron_resistance,ACN,27076,unclassified
AMDSedi,AMDSedi_BP5.metabat2.249_sub.contigs.fa_BP5.filtered,NODE_333_length_89777_cov_15.859900_BP5_65,multidrug_ABC_transporter,Multi-metal_resistance,RUVBM,12588,multidrug
AMDSedi,AMDSedi_BP5.metabat2.249_sub.contigs.fa_BP5.filtered,NODE_4986_length_18349_cov_15.280485_BP5_3,puromycin_resistance_protein,Arsenic_resistance,ARSM,5378,nucleoside
AMDSedi,AMDSedi_BP5.metabat2.249_sub.contigs.fa_BP5.filtered,NODE_501_length_73968_cov_15.298926_BP5_60,TaeA,Arsenic_resistance,ARSM,3757,pleuromutilin
AMDSedi,AMDSedi_BP5.metabat2.249_sub.contigs.fa_BP5.filtered,NODE_501_length_73968_cov_15.298926_BP5_61,puromycin_resistance_protein,Arsenic_resistance,ARSM,5520,nucleoside
AMDSedi,AMDSedi_BP5.metabat2.249_sub.contigs.fa_BP5.filtered,NODE_571_length_68931_cov_14.586187_BP5_64,kasugamycin_resistance_protein_ksgA,Copper_resistance,COPR,6214,aminoglycoside
AMDSedi,AMDSedi_BP5.metabat2.249_sub.contigs.fa_BP5.filtered,NODE_689_length_62196_cov_17.731347_BP5_5,cfrC,Arsenic_resistance,ARST,25590,phenicol
AMDSedi,AMDSedi_BP5.metabat2.260.contigs.fa_BP5.filtered,NODE_12044_length_10069_cov_1.050895_BP5_5,bacA,Zinc_resistance,ZRAR,1917,bacitracin
AMDSedi,AMDSedi_BP5.metabat2.32.contigs.fa_BP5.filtered,NODE_311_length_91849_cov_5.614258_BP5_14,clbB,Mercury_resistance,MERA,63957,phenicol
AMDSedi,AMDSedi_BP5.metabat2.32.contigs.fa_BP5.filtered,NODE_455_length_78369_cov_5.380384_BP5_13,PBP-1A,Multi-metal_resistance,RECGM,18186,beta-lactam
AMDSedi,AMDSedi_BP5.metabat2.4_sub.contigs.fa_BP5.filtered,NODE_29984_length_5441_cov_0.980617_BP5_2,multidrug_ABC_transporter,Iron_resistance,YBTQ,1585,multidrug
AMDSedi,AMDSedi_BP5.metabat2.52.contigs.fa_BP5.filtered,NODE_17_length_269790_cov_3.567957_BP5_104,ykkD,Copper_resistance,DNAK,80051,multidrug
AMDSedi,AMDSedi_BP5.metabat2.52.contigs.fa_BP5.filtered,NODE_17_length_269790_cov_3.567957_BP5_28,vanD,Copper_resistance,DNAK,16105,glycopeptide
AMDSedi,AMDSedi_BP5.metabat2.52.contigs.fa_BP5.filtered,NODE_204_length_110240_cov_3.660086_BP5_23,dfrA3,Multi-metal_resistance,SILA,59922,diaminopyrimidine
AMDSedi,AMDSedi_BP5.metabat2.52.contigs.fa_BP5.filtered,NODE_21_length_242670_cov_3.411102_BP5_186,bcrA,Multi-metal_resistance,CORC,188174,bacitracin
AMDSedi,AMDSedi_BP5.metabat2.52.contigs.fa_BP5.filtered,NODE_5_length_449167_cov_3.875673_BP5_115,vanX,Chromium_resistance,RECG,10971,glycopeptide
AMDSedi,AMDSedi_BP5.metabat2.52.contigs.fa_BP5.filtered,NODE_5_length_449167_cov_3.875673_BP5_273,TolC,Chromium_resistance,RECG,153519,multidrug
AMDSedi,AMDSedi_BP5.metabat2.52.contigs.fa_BP5.filtered,NODE_5_length_449167_cov_3.875673_BP5_306,OXA-29,Chromium_resistance,RECG,184381,beta-lactam
AMDSedi,AMDSedi_BP5.metabat2.52.contigs.fa_BP5.filtered,NODE_5_length_449167_cov_3.875673_BP5_360,PmrF,Chromium_resistance,RECG,243384,peptide
AMDSedi,AMDSedi_BP5.metabat2.52.contigs.fa_BP5.filtered,NODE_5_length_449167_cov_3.875673_BP5_363,multidrug_ABC_transporter,Chromium_resistance,RECG,246974,multidrug
AMDSedi,AMDSedi_BP5.metabat2.52.contigs.fa_BP5.filtered,NODE_5_length_449167_cov_3.875673_BP5_366,kasugamycin_resistance_protein_ksgA,Chromium_resistance,RECG,251772,aminoglycoside
AMDSedi,AMDSedi_BP5.metabat2.52.contigs.fa_BP5.filtered,NODE_5_length_449167_cov_3.875673_BP5_95,PBP-1A,Chromium_resistance,RECG,33431,beta-lactam
AMDSedi,AMDSedi_BP5.metabat2.52.contigs.fa_BP5.filtered,NODE_68_length_173589_cov_3.424041_BP5_141,clbC,Multi-metal_resistance,RUVBM,53412,phenicol
AMDSedi,AMDSedi_BP5.metabat2.52.contigs.fa_BP5.filtered,NODE_68_length_173589_cov_3.424041_BP5_66,mexW,Multi-metal_resistance,RUVBM,16139,multidrug
AMDSedi,AMDSedi_BP5.metabat2.54.contigs.fa_BP5.filtered,NODE_22862_length_6506_cov_3.094529_BP5_5,vanH,Multi-metal_resistance,RECGM,3075,glycopeptide
AMDSedi,AMDSedi_BP5.metabat2.54.contigs.fa_BP5.filtered,NODE_5676_length_16792_cov_3.238944_BP5_7,PmrF,Tellurium_resistance,ACTP1,6288,peptide
AMDSedi,AMDSedi_BP5.metabat2.75.contigs.fa_BP5.filtered,NODE_882_length_54815_cov_9.671336_BP5_25,mexF,Copper_resistance,DNAK,20817,multidrug
AMDSedi,AMDSedi_BP5.metabat2.75.contigs.fa_BP5.filtered,NODE_882_length_54815_cov_9.671336_BP5_7,multidrug_ABC_transporter,Copper_resistance,DNAK,2786,multidrug
AMDSedi,AMDSedi_BP5.metabat2.77.contigs.fa_BP5.filtered,NODE_1264_length_43813_cov_6.508264_BP5_20,bcrA,Copper_resistance,CORR,5807,bacitracin
AMDSedi,AMDSedi_BP5.metabat2.77.contigs.fa_BP5.filtered,NODE_1732_length_36410_cov_6.581595_BP5_23,tetA(48),Multi-metal_resistance,NIA,11481,tetracycline
AMDSedi,AMDSedi_BP5.metabat2.77.contigs.fa_BP5.filtered,NODE_1868_length_34681_cov_6.716907_BP5_30,vanX,Copper_resistance,CORR,13397,glycopeptide
AMDSedi,AMDSedi_BP5.metabat2.77.contigs.fa_BP5.filtered,NODE_207_length_109779_cov_6.811248_BP5_93,bcrA,Copper_resistance,CORR,5131,bacitracin
AMDSedi,AMDSedi_BP5.metabat2.77.contigs.fa_BP5.filtered,NODE_390_length_83422_cov_6.800312_BP5_64,clbB,Copper_resistance,CORR,63582,phenicol
AMDSedi,AMDSedi_BP5.metabat2.77.contigs.fa_BP5.filtered,NODE_390_length_83422_cov_6.800312_BP5_74,penA,Copper_resistance,CORR,72432,beta-lactam
AMDSedi,AMDSedi_BP5.metabat2.77.contigs.fa_BP5.filtered,NODE_703_length_61588_cov_6.788679_BP5_13,patA,Copper_resistance,CORR,8346,fluoroquinolone
AMDSedi,AMDSedi_BP5.metabat2.77.contigs.fa_BP5.filtered,NODE_786_length_58494_cov_6.533127_BP5_43,vanH,Copper_resistance,CORR,43285,glycopeptide
AMDSedi,AMDSedi_BP5.metabat2.77.contigs.fa_BP5.filtered,NODE_94_length_153225_cov_6.680153_BP5_83,tetA(48),Copper_resistance,CORR,63213,tetracycline
AMDSedi,AMDSedi_BP5.metabat2.77.contigs.fa_BP5.filtered,NODE_968_length_51941_cov_6.528178_BP5_41,cob(I)alamin_adenolsyltransferase,Multi-metal_resistance,CTPC,15469,unclassified
AMDSedi,AMDSedi_BP5.metabat2.8_sub.contigs.fa_BP5.filtered,NODE_811_length_57389_cov_3.920593_BP5_10,macA,Copper_resistance,COPR,21740,MLS
AMDSedi,AMDSedi_BP5.metabat2.8_sub.contigs.fa_BP5.filtered,NODE_811_length_57389_cov_3.920593_BP5_25,tetA(48),Copper_resistance,COPR,2266,tetracycline
AMDSedi,AMDSedi_BP5.metabat2.8_sub.contigs.fa_BP5.filtered,NODE_811_length_57389_cov_3.920593_BP5_9,macB,Copper_resistance,COPR,23053,MLS
AMDSedi,AMDSedi_BP5.metabat2.8_sub.contigs.fa_BP5.filtered,NODE_867_length_55358_cov_2.834350_BP5_37,penA,Multi-metal_resistance,RUVBM,6575,beta-lactam
AMDSedi,AMDSedi_BP5.metabat2.8_sub.contigs.fa_BP5.filtered,NODE_867_length_55358_cov_2.834350_BP5_46,bcrA,Multi-metal_resistance,RUVBM,2407,bacitracin
AMDSedi,AMDSedi_BP5.metabat2.83_sub.contigs.fa_BP5.filtered,NODE_3247_length_24487_cov_1.284770_BP5_13,major_facilitator_superfamily_transporter,Multi-metal_resistance,RECGM,494,multidrug
AMDSedi,AMDSedi_BP5.metabat2.83_sub.contigs.fa_BP5.filtered,NODE_3247_length_24487_cov_1.284770_BP5_16,multidrug_ABC_transporter,Multi-metal_resistance,RECGM,4354,multidrug
AMDSedi,AMDSedi_BP5.metabat2.83_sub.contigs.fa_BP5.filtered,NODE_3636_length_22836_cov_1.332864_BP5_5,MuxA,Multi-metal_resistance,DMEF,8994,multidrug
AMDSedi,AMDSedi_BP5.metabat2.85.contigs.fa_BP5.filtered,NODE_128_length_133495_cov_4.134493_BP5_106,vanL,Multi-metal_resistance,RECGM,65923,glycopeptide
AMDSedi,AMDSedi_BP5.metabat2.85.contigs.fa_BP5.filtered,NODE_128_length_133495_cov_4.134493_BP5_118,otr(B),Multi-metal_resistance,RECGM,78913,tetracycline
AMDSedi,AMDSedi_BP5.metabat2.85.contigs.fa_BP5.filtered,NODE_128_length_133495_cov_4.134493_BP5_97,penA,Multi-metal_resistance,RECGM,54293,beta-lactam
AMDSedi,AMDSedi_BP5.metabat2.85.contigs.fa_BP5.filtered,NODE_196_length_111958_cov_4.090109_BP5_106,OpmB,Multi-metal_resistance,IRLR,29937,multidrug
AMDSedi,AMDSedi_BP5.metabat2.85.contigs.fa_BP5.filtered,NODE_22_length_241305_cov_3.933858_BP5_42,vanTrL,Copper_resistance,DNAK,22167,glycopeptide
AMDSedi,AMDSedi_BP5.metabat2.85.contigs.fa_BP5.filtered,NODE_22_length_241305_cov_3.933858_BP5_62,clbC,Copper_resistance,DNAK,39660,phenicol
AMDSedi,AMDSedi_BP5.metabat2.85.contigs.fa_BP5.filtered,NODE_381_length_84188_cov_3.892840_BP5_12,TriC,Multi-metal_resistance,IRLR,48539,triclosan
AMDSedi,AMDSedi_BP5.metabat2.85.contigs.fa_BP5.filtered,NODE_381_length_84188_cov_3.892840_BP5_22,PmrF,Multi-metal_resistance,IRLR,38106,peptide
AMDSedi,AMDSedi_BP5.metabat2.85.contigs.fa_BP5.filtered,NODE_7_length_410222_cov_3.792699_BP5_128,multidrug_ABC_transporter,Multi-metal_resistance,IRLR,10504,multidrug
AMDSedi,AMDSedi_BP5.metabat2.85.contigs.fa_BP5.filtered,NODE_7_length_410222_cov_3.792699_BP5_131,emrA,Multi-metal_resistance,IRLR,7926,multidrug
AMDSedi,AMDSedi_BP5.metabat2.85.contigs.fa_BP5.filtered,NODE_7_length_410222_cov_3.792699_BP5_132,major_facilitator_superfamily_transporter,Multi-metal_resistance,IRLR,6407,multidrug
AMDSedi,AMDSedi_BP5.metabat2.85.contigs.fa_BP5.filtered,NODE_7_length_410222_cov_3.792699_BP5_23,ugd,Copper_resistance,ACTPC,67548,peptide
AMDSedi,AMDSedi_BP5.metabat2.85.contigs.fa_BP5.filtered,NODE_91_length_154081_cov_3.789937_BP5_24,patA,Arsenic_resistance,PSTB,30898,fluoroquinolone
AMDSedi,AMDSedi_BP5.metabat2.97.contigs.fa_BP5.filtered,NODE_667_length_63298_cov_2.102120_BP5_23,emrB,Multi-metal_resistance,IRLR,18300,multidrug
AMDSedi,AMDSedi_BP5.metabat2.97.contigs.fa_BP5.filtered,NODE_667_length_63298_cov_2.102120_BP5_48,multidrug_ABC_transporter,Multi-metal_resistance,IRLR,5456,multidrug
AMDSedi,AMDSedi_BP5.metabat2.99.contigs.fa_BP5.filtered,NODE_6408_length_15533_cov_3.285538_BP5_10,multidrug_ABC_transporter,Copper_resistance,DNAK,2306,multidrug
AMDSedi,AMDSedi_BP6.concoct.103_sub.contigs.filtered.fa_BP6.filtered,NODE_1115_length_44794_cov_3.583317_BP6_25,kasugamycin_resistance_protein_ksgA,Multi-metal_resistance,CUEA,14276,aminoglycoside
AMDSedi,AMDSedi_BP6.concoct.103_sub.contigs.filtered.fa_BP6.filtered,NODE_117_length_158974_cov_3.597374_BP6_48,patA,Multi-metal_resistance,CTPC,16108,fluoroquinolone
AMDSedi,AMDSedi_BP6.concoct.103_sub.contigs.filtered.fa_BP6.filtered,NODE_1255_length_42003_cov_3.642158_BP6_28,penA,Arsenic_resistance,ARSM,12982,beta-lactam
AMDSedi,AMDSedi_BP6.concoct.103_sub.contigs.filtered.fa_BP6.filtered,NODE_3883_length_19923_cov_3.574662_BP6_12,mdtA,Arsenic_resistance,PSTB,8979,multidrug
AMDSedi,AMDSedi_BP6.concoct.103_sub.contigs.filtered.fa_BP6.filtered,NODE_433_length_84882_cov_3.880833_BP6_60,tcr3,Multi-metal_resistance,DMEF,16718,tetracycline
AMDSedi,AMDSedi_BP6.concoct.103_sub.contigs.filtered.fa_BP6.filtered,NODE_659_length_63540_cov_3.678552_BP6_48,rosA,Multi-metal_resistance,CTPC,6510,fosmidomycin
AMDSedi,AMDSedi_BP6.concoct.103_sub.contigs.filtered.fa_BP6.filtered,NODE_952_length_49870_cov_3.625716_BP6_46,patA,Copper_resistance,COPR,43641,fluoroquinolone
AMDSedi,AMDSedi_BP6.concoct.106_sub.contigs.filtered.fa_BP6.filtered,NODE_18422_length_7789_cov_1.501958_BP6_6,tetA(48),Multi-metal_resistance,RUVBM,809,tetracycline
AMDSedi,AMDSedi_BP6.concoct.106_sub.contigs.filtered.fa_BP6.filtered,NODE_779_length_56793_cov_2.102336_BP6_12,patA,Multi-metal_resistance,CUEA,29474,fluoroquinolone
AMDSedi,AMDSedi_BP6.concoct.139_sub.contigs.filtered.fa_BP6.filtered,NODE_16537_length_8329_cov_1.645940_BP6_9,patA,Copper_resistance,DNAK,3317,fluoroquinolone
AMDSedi,AMDSedi_BP6.concoct.139_sub.contigs.filtered.fa_BP6.filtered,NODE_4388_length_18467_cov_1.823610_BP6_9,patA,Copper_resistance,DNAK,3760,fluoroquinolone
AMDSedi,AMDSedi_BP6.concoct.139_sub.contigs.filtered.fa_BP6.filtered,NODE_9337_length_11689_cov_1.362999_BP6_4,multidrug_ABC_transporter,Copper_resistance,COPF,4331,multidrug
AMDSedi,AMDSedi_BP6.concoct.144_sub.contigs.filtered.fa_BP6.filtered,NODE_11902_length_10129_cov_3.655969_BP6_1,TaeA,Zinc_resistance,ZRAR,1738,pleuromutilin
AMDSedi,AMDSedi_BP6.concoct.144_sub.contigs.filtered.fa_BP6.filtered,NODE_32306_length_5533_cov_3.356086_BP6_3,tetZ,Multi-metal_resistance,IRLR,2168,tetracycline
AMDSedi,AMDSedi_BP6.concoct.171.contigs.filtered.fa_BP6.filtered,NODE_109_length_161841_cov_18.563260_BP6_106,patA,Arsenic_resistance,PSTB,67629,fluoroquinolone
AMDSedi,AMDSedi_BP6.concoct.171.contigs.filtered.fa_BP6.filtered,NODE_109_length_161841_cov_18.563260_BP6_33,sul4,Arsenic_resistance,PSTC,8025,sulfonamide
AMDSedi,AMDSedi_BP6.concoct.171.contigs.filtered.fa_BP6.filtered,NODE_112_length_160759_cov_16.270625_BP6_76,multidrug_ABC_transporter,Copper_resistance,COPF,19324,multidrug
AMDSedi,AMDSedi_BP6.concoct.171.contigs.filtered.fa_BP6.filtered,NODE_1142_length_44178_cov_17.641257_BP6_28,MexV,Multi-metal_resistance,MGTA,14835,multidrug
AMDSedi,AMDSedi_BP6.concoct.171.contigs.filtered.fa_BP6.filtered,NODE_316_length_98798_cov_17.238185_BP6_10,PmrF,Copper_resistance,DNAK,78815,peptide
AMDSedi,AMDSedi_BP6.concoct.171.contigs.filtered.fa_BP6.filtered,NODE_316_length_98798_cov_17.238185_BP6_48,dfrA3,Copper_resistance,DNAK,38073,diaminopyrimidine
AMDSedi,AMDSedi_BP6.concoct.173_sub.contigs.filtered.fa_BP6.filtered,NODE_1249_length_42188_cov_4.553363_BP6_6,tetA(48),Multi-metal_resistance,NIA,36564,tetracycline
AMDSedi,AMDSedi_BP6.concoct.173_sub.contigs.filtered.fa_BP6.filtered,NODE_4329_length_18641_cov_4.246138_BP6_14,bacA,Copper_resistance,CTPV,11294,bacitracin
AMDSedi,AMDSedi_BP6.concoct.173_sub.contigs.filtered.fa_BP6.filtered,NODE_4329_length_18641_cov_4.246138_BP6_8,tetA(48),Copper_resistance,CTPV,5456,tetracycline
AMDSedi,AMDSedi_BP6.concoct.173_sub.contigs.filtered.fa_BP6.filtered,NODE_4793_length_17567_cov_4.627408_BP6_2,tetB(48),Copper_resistance,DNAK,6168,tetracycline
AMDSedi,AMDSedi_BP6.concoct.173_sub.contigs.filtered.fa_BP6.filtered,NODE_4793_length_17567_cov_4.627408_BP6_3,tetA(48),Copper_resistance,DNAK,5203,tetracycline
AMDSedi,AMDSedi_BP6.concoct.173_sub.contigs.filtered.fa_BP6.filtered,NODE_828_length_54544_cov_3.887701_BP6_20,otr(B),Multi-metal_resistance,KMTR,17654,tetracycline
AMDSedi,AMDSedi_BP6.concoct.173_sub.contigs.filtered.fa_BP6.filtered,NODE_914_length_51171_cov_4.229900_BP6_7,vanA,Multi-metal_resistance,RECGM,4500,glycopeptide
AMDSedi,AMDSedi_BP6.concoct.39.contigs.filtered.fa_BP6.filtered,NODE_9963_length_11247_cov_1.172392_BP6_2,major_facilitator_superfamily_transporter,Copper_resistance,DNAK,280,multidrug
AMDSedi,AMDSedi_BP6.concoct.66.contigs.filtered.fa_BP6.filtered,NODE_20906_length_7223_cov_3.554961_BP6_2,TaeA,Copper_resistance,COPA,2223,pleuromutilin
AMDSedi,AMDSedi_BP6.concoct.68.contigs.filtered.fa_BP6.filtered,NODE_3080_length_22854_cov_6.463810_BP6_5,chloramphenicol_and_florfenicol_resistance,Copper_resistance,DNAK,2815,phenicol
AMDSedi,AMDSedi_BP6.concoct.68.contigs.filtered.fa_BP6.filtered,NODE_7033_length_13922_cov_5.740993_BP6_8,multidrug_ABC_transporter,Multi-metal_resistance,IRLR,4505,multidrug
AMDSedi,AMDSedi_BP6.concoct.86_sub.contigs.filtered.fa_BP6.filtered,NODE_2198_length_28610_cov_4.314995_BP6_5,oqxA,Copper_resistance,CORR,8437,multidrug
AMDSedi,AMDSedi_BP6.concoct.86_sub.contigs.filtered.fa_BP6.filtered,NODE_329_length_96336_cov_4.126693_BP6_4,tet39,Copper_resistance,CORR,39439,tetracycline
AMDSedi,AMDSedi_BP6.concoct.86_sub.contigs.filtered.fa_BP6.filtered,NODE_329_length_96336_cov_4.126693_BP6_63,multidrug_ABC_transporter,Iron_resistance,YBTQ,1575,multidrug
AMDSedi,AMDSedi_BP6.concoct.86_sub.contigs.filtered.fa_BP6.filtered,NODE_329_length_96336_cov_4.126693_BP6_64,multidrug_ABC_transporter,Copper_resistance,CORR,33128,multidrug
AMDSedi,AMDSedi_BP6.concoct.86_sub.contigs.filtered.fa_BP6.filtered,NODE_398_length_87947_cov_4.465885_BP6_38,TaeA,Zinc_resistance,ZRAR,29897,pleuromutilin
AMDSedi,AMDSedi_BP6.concoct.86_sub.contigs.filtered.fa_BP6.filtered,NODE_461_length_81499_cov_4.283427_BP6_57,tetA(48),Multi-metal_resistance,CTPC,67454,tetracycline
AMDSedi,AMDSedi_BP6.metabat2.103_sub.contigs.filtered.fa_BP6.filtered,NODE_1504_length_37334_cov_8.859569_BP6_37,multidrug_ABC_transporter,Cobalt_resistance,NHLF,14577,multidrug
AMDSedi,AMDSedi_BP6.metabat2.108_sub.contigs.filtered.fa_BP6.filtered,NODE_3222_length_22325_cov_2.409677_BP6_7,emrA,Multi-metal_resistance,CUEA,11248,multidrug
AMDSedi,AMDSedi_BP6.metabat2.108_sub.contigs.filtered.fa_BP6.filtered,NODE_3222_length_22325_cov_2.409677_BP6_8,emrB,Multi-metal_resistance,CUEA,9929,multidrug
AMDSedi,AMDSedi_BP6.metabat2.108_sub.contigs.filtered.fa_BP6.filtered,NODE_3366_length_21700_cov_2.441153_BP6_2,emrE,Multi-metal_resistance,IRLR,12301,multidrug
AMDSedi,AMDSedi_BP6.metabat2.108_sub.contigs.filtered.fa_BP6.filtered,NODE_819_length_54857_cov_2.824466_BP6_9,mdtA,Multi-metal_resistance,IRLR,44169,multidrug
AMDSedi,AMDSedi_BP6.metabat2.112.contigs.filtered.fa_BP6.filtered,NODE_6_length_535853_cov_3.224613_BP6_230,bacA,Arsenic_resistance,ARSB,210136,bacitracin
AMDSedi,AMDSedi_BP6.metabat2.112.contigs.filtered.fa_BP6.filtered,NODE_6_length_535853_cov_3.224613_BP6_327,kasugamycin_resistance_protein_ksgA,Arsenic_resistance,ARSB,327463,aminoglycoside
AMDSedi,AMDSedi_BP6.metabat2.112.contigs.filtered.fa_BP6.filtered,NODE_6_length_535853_cov_3.224613_BP6_390,vanE,Arsenic_resistance,ARSB,398596,glycopeptide
AMDSedi,AMDSedi_BP6.metabat2.113.contigs.filtered.fa_BP6.filtered,NODE_11_length_391540_cov_3.837660_BP6_119,tetW,Multi-metal_resistance,MNTH,228932,tetracycline
AMDSedi,AMDSedi_BP6.metabat2.113.contigs.filtered.fa_BP6.filtered,NODE_11_length_391540_cov_3.837660_BP6_158,oprN,Multi-metal_resistance,MNTH,185938,multidrug
AMDSedi,AMDSedi_BP6.metabat2.113.contigs.filtered.fa_BP6.filtered,NODE_11_length_391540_cov_3.837660_BP6_159,mexE,Multi-metal_resistance,MNTH,184584,multidrug
AMDSedi,AMDSedi_BP6.metabat2.113.contigs.filtered.fa_BP6.filtered,NODE_11_length_391540_cov_3.837660_BP6_160,mexF,Multi-metal_resistance,MNTH,181411,multidrug
AMDSedi,AMDSedi_BP6.metabat2.113.contigs.filtered.fa_BP6.filtered,NODE_11_length_391540_cov_3.837660_BP6_9,TaeA,Multi-metal_resistance,MNTH,351429,pleuromutilin
AMDSedi,AMDSedi_BP6.metabat2.113.contigs.filtered.fa_BP6.filtered,NODE_125_length_154239_cov_3.889146_BP6_36,major_facilitator_superfamily_transporter,Copper_resistance,ACTPC,34799,multidrug
AMDSedi,AMDSedi_BP6.metabat2.113.contigs.filtered.fa_BP6.filtered,NODE_125_length_154239_cov_3.889146_BP6_39,PmrF,Copper_resistance,ACTPC,32119,peptide
AMDSedi,AMDSedi_BP6.metabat2.113.contigs.filtered.fa_BP6.filtered,NODE_125_length_154239_cov_3.889146_BP6_7,PmrF,Copper_resistance,ACTPC,72906,peptide
AMDSedi,AMDSedi_BP6.metabat2.113.contigs.filtered.fa_BP6.filtered,NODE_176_length_134108_cov_3.866414_BP6_108,vanB,Copper_resistance,CORR,126998,glycopeptide
AMDSedi,AMDSedi_BP6.metabat2.113.contigs.filtered.fa_BP6.filtered,NODE_176_length_134108_cov_3.866414_BP6_19,oprM,Copper_resistance,CORR,17111,multidrug
AMDSedi,AMDSedi_BP6.metabat2.113.contigs.filtered.fa_BP6.filtered,NODE_176_length_134108_cov_3.866414_BP6_20,cmeB,Copper_resistance,CORR,18618,multidrug
AMDSedi,AMDSedi_BP6.metabat2.113.contigs.filtered.fa_BP6.filtered,NODE_176_length_134108_cov_3.866414_BP6_21,cmeB,Copper_resistance,CORR,21884,multidrug
AMDSedi,AMDSedi_BP6.metabat2.113.contigs.filtered.fa_BP6.filtered,NODE_176_length_134108_cov_3.866414_BP6_46,bcrA,Copper_resistance,CORR,55323,bacitracin
AMDSedi,AMDSedi_BP6.metabat2.113.contigs.filtered.fa_BP6.filtered,NODE_179_length_133220_cov_4.182842_BP6_6,Staphylococcus_mupA_conferring_resistance_to_mupirocin,Zinc_resistance,ZRAR,464,mupirocin
AMDSedi,AMDSedi_BP6.metabat2.113.contigs.filtered.fa_BP6.filtered,NODE_179_length_133220_cov_4.182842_BP6_77,penA,Zinc_resistance,ZRAR,85328,beta-lactam
AMDSedi,AMDSedi_BP6.metabat2.113.contigs.filtered.fa_BP6.filtered,NODE_204_length_125143_cov_3.862058_BP6_51,tetA(48),Multi-metal_resistance,SILA,27769,tetracycline
